Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85186558719,21100924827,,23993642,,Biogeographic gradients of picoplankton diversity indicate increasing dominance of prokaryotes in warmer Arctic fjords,Hörstmann C.,Communications Biology,2024-12-01,0,Journal,Article,256,7,10.1038/s42003-024-05946-8,Aix Marseille Université-Marseille-FrancexAlfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-GermanyxInstitut Méditerranéen d'Océanologie-Marseille-France
85186234655,21101065239,,26624435,,Subsurface warming in the Antarctica’s Weddell Sea can be avoided by reaching the 2<sup>∘</sup>C warming target,Teske V.,Communications Earth and Environment,2024-12-01,0,Journal,Article,93,5,10.1038/s43247-024-01238-5,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-Germany
85186231025,21101192674,,26618001,,Megacities are causal pacemakers of extreme heatwaves,Yang X.,npj Urban Sustainability,2024-12-01,0,Journal,Article,8,4,10.1038/s42949-024-00148-x,Ira A. Fulton Schools of Engineering-Tempe-United States
85186228760,21101065239,,26624435,,Marine heatwaves and cold spells in the Brazil Overshoot show distinct sea surface temperature patterns depending on the forcing,Liu H.,Communications Earth and Environment,2024-12-01,0,Journal,Article,102,5,10.1038/s43247-024-01258-1,"First Institute of Oceanography, Ministry of Natural Resources-Qingdao-ChinaxQilu University of Technology-Jinan-ChinaxLaoshan Laboratory-Qingdao-ChinaxShandong Key Laboratory of Marine Science and Numerical Modeling-Qingdao-China"
85186228446,21100982468,,23973722,,The phase change in the annual cycle of sea surface temperature,Yang F.,npj Climate and Atmospheric Science,2024-12-01,0,Journal,Article,48,7,10.1038/s41612-024-00591-8,Florida State University-Tallahassee-United States
85186224281,21100200805,,20452322,,Assessing spatiotemporal characteristics of atmospheric water cycle processes over the Tibetan Plateau using the WRF model and finer box model,Pan X.,Scientific Reports,2024-12-01,0,Journal,Article,4959,14,10.1038/s41598-024-55208-0,Chinese Academy of Sciences-Beijing-ChinaxScience Center of Lingshan Forum of Guangdong Province-Guangzhou-China
85186221798,19700182758,,20411723,,Impact of population aging on future temperature-related mortality at different global warming levels,Chen K.,Nature Communications,2024-12-01,0,Journal,Article,1796,15,10.1038/s41467-024-45901-z,Yale University-New Haven-United States
85186199843,13115,27307182,14726785,,Modeling the effect of grazing on carbon and water use efficiencies in grasslands on the Qinghai–Tibet Plateau,Huang X.,BMC Ecology and Evolution,2024-12-01,0,Journal,Article,26,24,10.1186/s12862-024-02215-4,Zhaotong University-Zhaotong-China
85186190080,21100200805,,20452322,,Low migratory connectivity and similar migratory strategies in a shorebird with contrasting wintering population trends in Europe and West Africa,Catry T.,Scientific Reports,2024-12-01,0,Journal,Article,4884,14,10.1038/s41598-024-55501-y,"Faculdade de Ciências, Universidade de Lisboa-Lisbon-Portugal"
85186187329,19700182758,,20411723,,Herbicide leakage into seawater impacts primary productivity and zooplankton globally,Yang L.,Nature Communications,2024-12-01,0,Journal,Article,1783,15,10.1038/s41467-024-46059-4,Qingdao Institute of Bioenergy and Bioprocess Technology-Qingdao-ChinaxOcean University of China-Qingdao-China
85186186570,21100982468,,23973722,,Anthropogenic warming degrades spring air quality in Northeast Asia by enhancing atmospheric stability and transboundary transport,Ryu Y.H.,npj Climate and Atmospheric Science,2024-12-01,0,Journal,Article,50,7,10.1038/s41612-024-00603-7,Yonsei University-Seoul-South Korea
85186180519,21100200805,,20452322,,Sea level variability in Gulf of Guinea from satellite altimetry,Kemgang Ghomsi F.E.,Scientific Reports,2024-12-01,0,Journal,Article,4759,14,10.1038/s41598-024-55170-x,University of Cape Town-Cape Town-South AfricaxNational Institute of Cartography-Yaounde-Cameroon
85186177724,21100200805,,20452322,,Transcriptomics of temperature-sensitive R gene-mediated resistance identifies a WAKL10 protein interaction network,Noel K.,Scientific Reports,2024-12-01,0,Journal,Article,5023,14,10.1038/s41598-024-53643-7,University of Hertfordshire-Hatfield-United KingdomxLS Plant Breeding-Cambridge-United Kingdom
85186177074,16794,,14712229,,"Enhancing drought, heat shock, and combined stress tolerance in Myrobalan 29C rootstocks with foliar application of potassium nitrate",Bolat I.,BMC Plant Biology,2024-12-01,1,Journal,Article,140,24,10.1186/s12870-024-04811-4,Harran Üniversitesi-Sanliurfa-Turkey
85185977097,21100982468,,23973722,,Near-term projection of Amazon rainfall dominated by phase transition of the Interdecadal Pacific Oscillation,Liu Y.,npj Climate and Atmospheric Science,2024-12-01,0,Journal,Article,46,7,10.1038/s41612-024-00587-4,Commonwealth Scientific and Industrial Research Organisation-Canberra-AustraliaxOcean University of China-Qingdao-China
85185975220,21100200805,,20452322,,"Projected population exposure to heatwaves in Xinjiang Uygur autonomous region, China",Dong D.,Scientific Reports,2024-12-01,0,Journal,Article,4570,14,10.1038/s41598-024-54885-1,Xinjiang University of Finance and Economics-Urumqi-ChinaxXinjiang Institute of Ecology and Geography Chinese Academy of Sciences-Urumqi-ChinaxUniversity of Chinese Academy of Sciences-Beijing-ChinaxXinjiang University-Urumqi-China
85185974862,21100982468,,23973722,,Enhanced North Pacific Victoria mode in a warming climate,Ji K.,npj Climate and Atmospheric Science,2024-12-01,0,Journal,Article,49,7,10.1038/s41612-024-00599-0,Beijing Normal University-Beijing-ChinaxChina University of Geosciences-Wuhan-China
85185974683,21100401152,,20492618,,Time-shifted expression of acetoclastic and methylotrophic methanogenesis by a single Methanosarcina genomospecies predominates the methanogen dynamics in Philippine rice field soil,Li X.,Microbiome,2024-12-01,0,Journal,Article,39,12,10.1186/s40168-023-01739-z,Martin-Luther-Universität Halle-Wittenberg-Halle-GermanyxMax Planck Institute for Terrestrial Microbiology-Marburg-Germany
85185964045,20266,00953628,1432184X,,Structure and Functions of Endophytic Bacterial Communities Associated with Sphagnum Mosses and Their Drivers in Two Different Nutrient Types of Peatlands,Wang Y.,Microbial Ecology,2024-12-01,0,Journal,Article,47,87,10.1007/s00248-024-02355-6,Chengdu Institute of Biology Chinese Academy of Sciences-Chengdu-ChinaxUniversity of Chinese Academy of Sciences-Beijing-ChinaxChinese Academy of Sciences-Beijing-China
85185952941,19700182758,,20411723,,Dynamic root microbiome sustains soybean productivity under unbalanced fertilization,Wang M.,Nature Communications,2024-12-01,0,Journal,Article,1668,15,10.1038/s41467-024-45925-5,CAS Center for Excellence in Molecular Plant Sciences / Institute of Plant Physiology and Ecology-Shanghai-ChinaxUniversity of Chinese Academy of Sciences-Beijing-China
85185946400,17500154721,,17563305,,"IxPopDyMod: an R package to write, run, and analyze tick population and infection dynamics models",Stokowski M.,Parasites and Vectors,2024-12-01,0,Journal,Article,90,17,10.1186/s13071-024-06171-2,Middlebury College-Middlebury-United States
85185946062,21100982468,,23973722,,Human-induced intensification of terrestrial water cycle in dry regions of the globe,Guan Y.,npj Climate and Atmospheric Science,2024-12-01,0,Journal,Article,45,7,10.1038/s41612-024-00590-9,China University of Geosciences-Wuhan-China
85185943258,21101065239,,26624435,,Projections of the North Atlantic warming hole can be constrained using ocean surface density as an emergent constraint,Park I.H.,Communications Earth and Environment,2024-12-01,0,Journal,Article,98,5,10.1038/s43247-024-01269-y,Hanyang University ERICA Campus-Ansan-South Korea
85185936317,21100843270,,21974284,,Creation and environmental applications of 15-year daily inundation and vegetation maps for Siberia by integrating satellite and meteorological datasets,Mizuochi H.,Progress in Earth and Planetary Science,2024-12-01,0,Journal,Article,9,11,10.1186/s40645-024-00614-1,Geological Survey of Japan-Tsukuba-JapanxThe University of Tokyo-Tokyo-JapanxNagoya University-Nagoya-Japan
85185933905,21101065239,,26624435,,Machine learning reveals regime shifts in future ocean carbon dioxide fluxes inter-annual variability,Couespel D.,Communications Earth and Environment,2024-12-01,0,Journal,Article,99,5,10.1038/s43247-024-01257-2,NORCE Norwegian Research Centre AS-Bergen-Norway
85185926300,21101065239,,26624435,,Antarctic-wide ice-shelf firn emulation reveals robust future firn air depletion signal for the Antarctic Peninsula,Dunmire D.,Communications Earth and Environment,2024-12-01,0,Journal,Article,100,5,10.1038/s43247-024-01255-4,University of Colorado Boulder-Boulder-United States
85185522083,13115,27307182,14726785,,The natural and human-mediated expansion of a human-commensal lizard into the fringes of Southeast Asia,Karin B.R.,BMC Ecology and Evolution,2024-12-01,0,Journal,Article,25,24,10.1186/s12862-024-02212-7,"University of California, Berkeley-Berkeley-United StatesxVillanova University-Villanova-United States"
85185521867,21101065239,,26624435,,Major changes in fish thermal habitat diversity in Canada’s Arctic lakes due to climate change,Gillis D.P.,Communications Earth and Environment,2024-12-01,0,Journal,Article,89,5,10.1038/s43247-024-01251-8,University of Toronto-Toronto-CanadaxFisheries and Oceans Canada-Ottawa-Canada
85185521763,21100200805,,20452322,,Enhancing soot oxidation using microtextured surfaces,Oren O.,Scientific Reports,2024-12-01,0,Journal,Article,4247,14,10.1038/s41598-024-54320-5,Simon Fraser University-Burnaby-Canada
85185515445,21101065239,,26624435,,Rapid sea level rise causes loss of seagrass meadows,Capistrant-Fossa K.A.,Communications Earth and Environment,2024-12-01,0,Journal,Article,87,5,10.1038/s43247-024-01236-7,The University of Texas at Austin-Austin-United States
85185511186,17500154721,,17563305,,Temperature affects viral kinetics and vectorial capacity of Aedes aegypti mosquitoes co-infected with Mayaro and Dengue viruses,Terradas G.,Parasites and Vectors,2024-12-01,0,Journal,Article,73,17,10.1186/s13071-023-06109-0,Huck Institutes of the Life Sciences-University Park-United StatesxPennsylvania State University-University Park-United States
85185505990,19700182758,,20411723,,Atlantic Water warming increases melt below Northeast Greenland’s last floating ice tongue,Wekerle C.,Nature Communications,2024-12-01,0,Journal,Article,1336,15,10.1038/s41467-024-45650-z,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-Germany
85185504975,19700182758,,20411723,,Patterns in the temporal complexity of global chlorophyll concentration,Agarwal V.,Nature Communications,2024-12-01,0,Journal,Article,1522,15,10.1038/s41467-024-45976-8,University of Rhode Island Narragansett Bay Campus-Narragansett-United States
85185504583,21100200805,,20452322,,Tropical decadal variability in nutrient supply and phytoplankton community in the Central Equatorial Pacific during the late Holocene,Guilderson T.P.,Scientific Reports,2024-12-01,0,Journal,Article,4161,14,10.1038/s41598-024-54635-3,"University of California, Santa Cruz-Santa Cruz-United States"
85185501786,21100286950,,20507445,,Risk analysis for preventive conservation of heritage collections in Mediterranean museums: case study of the museum of fine arts in Alexandria (Egypt),Elnaggar A.,Heritage Science,2024-12-01,0,Journal,Article,59,12,10.1186/s40494-024-01170-z,Faculty of Archeology-Cairo-EgyptxUniverza v Ljubljani-Ljubljana-Slovenia
85185499579,19700182758,,20411723,,The inclusion of Amazon mangroves in Brazil’s REDD+ program,Bernardino A.F.,Nature Communications,2024-12-01,1,Journal,Article,1549,15,10.1038/s41467-024-45459-w,Universidade Federal do Espírito Santo-Vitoria-Brazil
85185494992,21100982468,,23973722,,Contrasting sensitivity of air temperature trends to surface soil temperature trends between climate models and reanalyses,Qiao Y.,npj Climate and Atmospheric Science,2024-12-01,0,Journal,Article,43,7,10.1038/s41612-024-00588-3,Nanjing University of Information Science &amp; Technology-Nanjing-China
85185488018,13096,,17417007,,Weathered granites and soils harbour microbes with lanthanide-dependent methylotrophic enzymes,Voutsinos M.Y.,BMC Biology,2024-12-01,0,Journal,Article,41,22,10.1186/s12915-024-01841-0,"School of Geography-Melbourne-AustraliaxFaculty of Medicine, Nursing and Health Sciences-Clayton-Australia"
85185479043,19700182758,,20411723,,Historical changes in wind-driven ocean circulation drive pattern of Pacific warming,Fu S.,Nature Communications,2024-12-01,0,Journal,Article,1562,15,10.1038/s41467-024-45677-2,Ocean University of China-Qingdao-ChinaxDuke University-Durham-United States
85185478441,21100469613,,20513933,,Glass eel migration in an urbanized catchment: an integral bottleneck assessment using mark-recapture,Griffioen A.B.,Movement Ecology,2024-12-01,0,Journal,Article,15,12,10.1186/s40462-023-00446-6,Wageningen University &amp; Research-Wageningen-Netherlands
85185475173,21101065239,,26624435,,Global ecosystem responses to flash droughts are modulated by background climate and vegetation conditions,O S.,Communications Earth and Environment,2024-12-01,0,Journal,Article,88,5,10.1038/s43247-024-01247-4,Ewha Womans University-Seoul-South Korea
85185466956,21100200805,,20452322,,Modeling the impact of future rainfall changes on the effectiveness of urban stormwater control measures,Nodine T.G.,Scientific Reports,2024-12-01,0,Journal,Article,4082,14,10.1038/s41598-024-53611-1,2NDNATURE-Santa Cruz-United States
